Busname,Bustype,Busroutes,Departing_time,Duration,Reaching_time,Star_rating,Price,Seats_available,buslink
KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Ernakulam Bus,23:15,03h 50m,03:05,3.1,268.0,8 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),Kozhikode to Ernakulam Bus,23:25,04h 30m,03:55,3.7,299.0,13 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Holy Maria Travels,A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,00:10,04h 00m,04:10,3.5,700.0,12 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,00:15,06h 00m,06:15,4.1,599.0,2 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,A/C Seater / Sleeper (2+1),Kozhikode to Ernakulam Bus,20:05,03h 54m,23:59,3.7,700.0,33 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,21:00,04h 30m,01:30,3.8,450.0,31 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),Kozhikode to Ernakulam Bus,22:30,02h 59m,01:29,3.6,700.0,29 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Sonia Travels,A/C Seater/Sleeper (2+1),Kozhikode to Ernakulam Bus,23:30,04h 59m,04:29,4.2,680.0,34 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:30,05h 30m,05:00,3.9,899.0,24 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
UFO Bus,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:55,05h 35m,05:30,3.5,765.0,16 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,23:30,03h 40m,03:10,3.9,899.0,35 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Sonia Travels,A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,23:30,04h 45m,04:15,4.2,620.0,33 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,23:55,05h 35m,05:30,3.9,648.0,5 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Arya Travels,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:59,05h 31m,05:30,3.0,795.0,20 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
SG Travels,Bharat Benz A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:59,05h 56m,05:55,4.6,800.0,17 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Cochin Express,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:59,05h 46m,05:45,4.5,850.0,13 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:59,06h 01m,06:00,4.2,800.0,25 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,23:59,05h 51m,05:50,4.3,667.0,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Arya Travels,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:59,05h 31m,05:30,4.4,695.0,4 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Arya Travels,Volvo A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,23:59,05h 31m,05:30,3.2,899.0,45 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Ubc travels,A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,00:25,04h 15m,04:40,2.6,700.0,17 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,A/C Seater (2+2),Kozhikode to Ernakulam Bus,00:45,06h 00m,06:45,2.8,599.0,2 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Blue Bird Travels,A/C Seater Push Back (2+2),Kozhikode to Ernakulam Bus,01:25,04h 31m,05:56,2.2,699.0,1 Seat available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Greenline kerala,A/C Seater Push Back (2+2),Kozhikode to Ernakulam Bus,01:30,04h 30m,06:00,2.5,700.0,7 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,01:30,04h 15m,05:45,2.6,760.0,8 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Ubc travels,A/C Seater/Sleeper (2+1),Kozhikode to Ernakulam Bus,01:45,03h 55m,05:40,2.6,900.0,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,Kozhikode to Ernakulam Bus,21:45,04h 15m,02:00,2.7,650.0,32 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
BLM Transports,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,22:00,04h 45m,02:45,2.8,903.0,20 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
EMERALD TRAVELS,Bharat Benz A/C Seater (2+2),Kozhikode to Ernakulam Bus,22:10,04h 30m,02:40,2.7,700.0,41 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),Kozhikode to Ernakulam Bus,22:15,03h 30m,01:45,2.9,700.0,31 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Shajees Motors,A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,22:30,04h 35m,03:05,2.6,630.0,40 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:15,03h 55m,03:10,1.8,700.0,16 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Kalpaka Travels 1,A/C Semi Sleeper (2+2),Kozhikode to Ernakulam Bus,23:59,05h 01m,05:00,2.4,600.0,32 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Adrin Travels,A/C Seater/Sleeper (2+1),Kozhikode to Ernakulam Bus,01:20,04h 30m,05:50,4.1,1000.0,3 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Madhavi Travels,A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,22:20,04h 15m,02:35,3.9,999.0,5 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:05,04h 10m,03:15,3.8,1099.0,24 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
A1 Travels,Bharat Benz A/C Sleeper (2+1),Kozhikode to Ernakulam Bus,23:30,03h 45m,03:15,5.0,1000.0,36 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
Cochin Express,Volvo Multi-Axle Sleeper A/C (2+1),Kozhikode to Ernakulam Bus,23:59,05h 31m,05:30,4.4,3000.0,38 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam
KSRTC (Kerala) - 2897,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,03:00,06h 15m,09:15,2.7,383.0,16 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 325,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,03:15,05h 20m,08:35,2.7,269.0,3 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2899,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,04:00,06h 15m,10:15,2.7,383.0,26 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2386,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,04:28,05h 41m,10:09,2.7,383.0,5 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2901,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,05:00,06h 15m,11:15,2.7,383.0,24 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2717,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,05:19,05h 46m,11:05,1.7,209.0,32 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2809,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,05:55,05h 45m,11:40,2.7,269.0,48 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 247,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,06:34,06h 11m,12:45,2.4,230.0,46 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1869,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,06:34,05h 26m,12:00,3.4,383.0,3 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 691,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,07:24,06h 01m,13:25,2.7,269.0,21 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2817,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,07:40,05h 30m,13:10,2.7,269.0,49 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 834,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,07:54,04h 51m,12:45,1.9,220.0,44 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1874,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,08:54,05h 31m,14:25,2.8,383.0,8 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 563,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,09:40,05h 00m,14:40,1.2,309.0,32 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2882,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,09:54,05h 21m,15:15,2.7,220.0,42 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2381,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,10:02,05h 06m,15:08,1.2,383.0,13 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1888,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,13:09,05h 36m,18:45,2.9,383.0,15 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 780,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,13:20,05h 50m,19:10,2.7,269.0,46 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 277,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,13:25,05h 30m,18:55,2.7,269.0,48 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 722,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,13:34,05h 51m,19:25,2.7,269.0,50 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2385,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,14:59,05h 46m,20:45,2.7,383.0,22 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 3086,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,15:24,04h 56m,20:20,2.7,278.0,17 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2711,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,16:00,05h 30m,21:30,1.3,269.0,49 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 765,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,16:30,05h 50m,22:20,2.7,269.0,50 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2819,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,16:55,05h 20m,22:15,2.7,269.0,48 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1867,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,16:59,05h 01m,22:00,1.9,383.0,21 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 833,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,17:00,05h 15m,22:15,4.0,230.0,49 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,17:10,06h 40m,23:50,2.7,261.0,43 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,17:10,05h 35m,22:45,2.8,269.0,50 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,18:00,06h 35m,00:35,2.7,261.0,42 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,18:05,04h 10m,22:15,3.5,309.0,13 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 665,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,18:20,05h 55m,00:15,2.7,269.0,46 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),Ernakulam to Kozhikode Bus,18:36,04h 40m,23:16,3.0,309.0,37 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 588,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,18:45,05h 15m,00:00,1.8,293.0,31 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 699,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,18:59,05h 46m,00:45,2.7,255.0,49 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1211,AC MULTI AXLE,Ernakulam to Kozhikode Bus,19:10,04h 55m,00:05,1.7,494.0,19 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2367,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,19:14,05h 16m,00:30,2.2,383.0,25 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1703,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,19:41,05h 44m,01:25,2.7,255.0,49 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 486,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,20:05,04h 25m,00:30,1.1,309.0,36 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2131,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,20:29,05h 21m,01:50,2.7,288.0,36 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1882,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,21:14,05h 16m,02:30,3.2,383.0,30 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 915,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,21:35,05h 35m,03:10,2.7,261.0,35 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 352,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,21:46,05h 24m,03:10,3.8,269.0,48 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1028,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,22:10,05h 20m,03:30,2.7,269.0,45 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2071,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,22:10,04h 20m,02:30,3.7,268.0,28 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 43,Swift Deluxe Non AC Air Bus (2+2),Ernakulam to Kozhikode Bus,22:15,05h 06m,03:21,2.9,309.0,27 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 408,Super Express Non AC Seater Air Bus (2+2),Ernakulam to Kozhikode Bus,22:30,04h 15m,02:45,2.7,299.0,27 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 697,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,22:34,05h 01m,03:35,3.6,231.0,44 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 667,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,22:35,03h 55m,02:30,3.2,230.0,47 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 368,AC MULTI AXLE,Ernakulam to Kozhikode Bus,22:50,04h 15m,03:05,2.9,494.0,41 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 47,Swift Deluxe Non AC Air Bus (2+2),Ernakulam to Kozhikode Bus,22:55,04h 57m,03:52,3.1,309.0,23 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 1845,Low Floor AC Seater 2+2,Ernakulam to Kozhikode Bus,23:04,05h 06m,04:10,2.7,383.0,28 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 431,Super Fast Non AC Seater (2+3),Ernakulam to Kozhikode Bus,23:15,05h 30m,04:45,2.7,269.0,44 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,01:25,03h 05m,04:30,4.1,799.0,16 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Shajees Motors,A/C Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,19:30,05h 10m,00:40,3.4,600.0,19 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Ubc travels,A/C Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,20:40,04h 20m,01:00,3.0,700.0,41 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),Ernakulam to Kozhikode Bus,20:45,06h 15m,03:00,3.6,900.0,44 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Holy Maria Travels,A/C Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,20:50,05h 20m,02:10,3.5,700.0,30 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,20:55,05h 35m,02:30,5.0,800.0,21 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Sonia Travels,A/C Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,21:00,05h 20m,02:20,3.7,620.0,32 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
UFO Bus,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:15,05h 30m,02:45,3.7,765.0,30 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Adrin Travels,A/C Seater/Sleeper (2+1),Ernakulam to Kozhikode Bus,21:00,05h 00m,02:00,4.6,800.0,31 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Cochin Express,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:15,05h 15m,02:30,4.4,900.0,10 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
UFO Bus,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:15,05h 30m,02:45,3.7,710.0,27 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,21:15,05h 05m,02:20,4.4,667.0,33 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
UFO Bus,Volvo A/C Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,21:45,04h 55m,02:40,3.7,603.0,45 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:25,04h 40m,02:05,4.1,799.0,29 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Agney Travels,VE A/C Seater / Sleeper (2+1),Ernakulam to Kozhikode Bus,21:25,05h 40m,03:05,3.0,699.0,36 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,21:25,05h 35m,03:00,4.2,570.0,26 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
UFO Bus,A/C Seater Push Back (2+2),Ernakulam to Kozhikode Bus,21:45,04h 55m,02:40,3.7,621.0,36 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Madhavi Travels,A/C Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,21:30,04h 45m,02:15,4.0,549.0,29 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:40,04h 40m,02:20,4.9,899.0,11 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:40,05h 20m,03:00,4.1,799.0,24 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,21:30,05h 15m,02:45,4.4,648.0,41 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Arya Travels,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:45,05h 30m,03:15,3.1,795.0,22 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
SG Travels,Bharat Benz A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:45,04h 45m,02:30,3.1,750.0,29 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Arya Travels,A/C Sleeper (2+1),Ernakulam to Kozhikode Bus,21:45,05h 30m,03:15,3.1,695.0,7 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Kalpaka Travels 1,A/C Semi Sleeper (2+2),Ernakulam to Kozhikode Bus,22:00,05h 00m,03:00,4.4,600.0,28 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
Greenline kerala,A/C Seater Push Back (2+2),Ernakulam to Kozhikode Bus,22:01,04h 44m,02:45,3.2,600.0,29 Seats available,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
